id_del_portafolio,referencia_del_proceso,entidad,departamento_entidad,ciudad_entidad,modalidad_de_contratacion,tipo_de_contrato,estado_del_procedimiento,precio_base,valor_total_adjudicacion,proveedores_unicos_con,duracion,unidad_de_duracion,fecha_de_publicacion_del
CO1.BDOS.10379826,SAMC 2026-0540 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,247306304,236786634,4,4,Mes(es),2026-07-17T00:00:00.000
CO1.BDOS.10405072,ALSAT SAMC 009-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA,Cundinamarca,San Antonio Del Tequendama,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,199991047,1,2,Mes(es),2026-07-16T00:00:00.000
CO1.BDOS.10489941,ESAL 007-2026,ALCALDÍA MUNICIPAL DE NILO,Cundinamarca,Nilo,Contratación Directa (con ofertas),Obra,Seleccionado,642840000,642840000,1,6,Mes(es),2026-07-16T00:00:00.000
CO1.BDOS.10377432,LP-010-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,2398867283,2237106744,34,5,Mes(es),2026-07-15T00:00:00.000
CO1.BDOS.10378397,SAMC. 009-026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE BOJACA,Cundinamarca,Bojacá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,250000000,249996492,2,5,Mes(es),2026-07-15T00:00:00.000
CO1.BDOS.10378397,SAMC. 009-026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE BOJACA,Cundinamarca,Bojacá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,250000000,249996492,2,5,Mes(es),2026-07-15T00:00:00.000
CO1.BDOS.10457344,MC-052-2026,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,48995569,48995569,1,2,Mes(es),2026-07-14T00:00:00.000
CO1.BDOS.10367414,SA-012 - 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,425683495,425680126,1,2,Mes(es),2026-07-14T00:00:00.000
CO1.BDOS.10367338,SAMC-019-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE PACHO,Cundinamarca,Pacho,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99976236,1,3,Mes(es),2026-07-14T00:00:00.000
CO1.BDOS.10380872,SAMC-011-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL COTA,Cundinamarca,Cota,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,375960770,370165886,3,5,Mes(es),2026-07-10T00:00:00.000
CO1.BDOS.10341536,SAMC-018-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE PACHO,Cundinamarca,Pacho,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,299928708,1,3,Mes(es),2026-07-08T00:00:00.000
CO1.BDOS.10326952,SAMC-016-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE PACHO,Cundinamarca,Pacho,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,393079000,392985589,1,3,Mes(es),2026-07-07T00:00:00.000
CO1.BDOS.10327057,SAMC-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE PACHO,Cundinamarca,Pacho,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,366158000,366077430,1,3,Mes(es),2026-07-07T00:00:00.000
CO1.BDOS.10335887,SAMC 007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,125263798,125262242,1,1,Mes(es),2026-07-06T00:00:00.000
CO1.BDOS.10427625,IPMC-008 -2026,MUNICIPIO DE COGUA,Cundinamarca,Cogua,Mínima cuantía,Obra,Seleccionado,49000000,48936151,1,2,Mes(es),2026-07-06T00:00:00.000
CO1.BDOS.10422673,MC-049-2026,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,49019337,49019337,3,0,día(s),2026-07-06T00:00:00.000
CO1.BDOS.10422673,MC-049-2026,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,49019337,49019337,3,0,día(s),2026-07-06T00:00:00.000
CO1.BDOS.10350401,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUASCA,Cundinamarca,Guasca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,411358633,411358633,1,4,Mes(es),2026-07-06T00:00:00.000
CO1.BDOS.10327899,LP-001-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE APULO,Cundinamarca,Apulo,Licitación pública Obra Publica,Obra,Seleccionado,7909090909,7909090909,6,12,Mes(es),2026-07-02T00:00:00.000
CO1.BDOS.10359934,SAMC-020-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,128964201,127943978,1,5,Mes(es),2026-07-02T00:00:00.000
CO1.BDOS.10351328,LP-009-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,1125158736,944008179,71,4,Mes(es),2026-07-02T00:00:00.000
CO1.BDOS.10267255,SA-AMS-2026-0005 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SOPO,Cundinamarca,Sopó,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,240000000,239847838,2,5,Mes(es),2026-07-02T00:00:00.000
CO1.BDOS.10109288,LP-001-2026 (Fase de Selección (Presentación de ofertas)),Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Licitación pública Obra Publica,Obra,Seleccionado,1272727272,1272727272,5,0,día(s),2026-07-01T00:00:00.000
CO1.BDOS.10340391,SAMC-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,189813793,175753512,2,43,día(s),2026-07-01T00:00:00.000
CO1.BDOS.10334231,SAMC 002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE APULO,Cundinamarca,Apulo,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99651342,1,2,Mes(es),2026-06-30T00:00:00.000
CO1.BDOS.10393016,MC-CMC-CBA-016-2026,SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,Cundinamarca,Mosquera,Mínima cuantía,Obra,Seleccionado,52537689,52228360,4,45,día(s),2026-06-30T00:00:00.000
CO1.BDOS.10392783,MC 020-2026,ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Mínima cuantía,Obra,Seleccionado,49012360,48972241,1,1,Mes(es),2026-06-30T00:00:00.000
CO1.BDOS.10100676,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE CHIA,Cundinamarca,Chía,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,682000000,682000000,5,7,Mes(es),2026-06-30T00:00:00.000
CO1.BDOS.10340657,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUASCA,Cundinamarca,Guasca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,110228926,110007732,1,4,Mes(es),2026-06-30T00:00:00.000
CO1.BDOS.10346306,SAMC-016-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,99773000,99699278,2,2,Mes(es),2026-06-26T00:00:00.000
CO1.BDOS.10305437,SAMC-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,399994520,2,2,Mes(es),2026-06-26T00:00:00.000
CO1.BDOS.10312965,SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VIOTÁ,Cundinamarca,Viotá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,391779199,391498301,2,4,Mes(es),2026-06-24T00:00:00.000
CO1.BDOS.10317460,LP-007-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,2420000000,2253519908,40,5,Mes(es),2026-06-24T00:00:00.000
CO1.BDOS.10322672,LP-008-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,2351352173,2205709313,13,5,Mes(es),2026-06-24T00:00:00.000
CO1.BDOS.10316085,SAMC-CMC-CBA-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,Cundinamarca,Mosquera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,578269354,341041868,1,5,Mes(es),2026-06-23T00:00:00.000
CO1.BDOS.10316085,SAMC-CMC-CBA-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,Cundinamarca,Mosquera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,578269354,106185561,1,5,Mes(es),2026-06-23T00:00:00.000
CO1.BDOS.10255726,027-00-K-ESUFA-GRUAL-2026  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA DE SUBOFICIALES  FAC CT ANDRES M DIAZ,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,1200000000,1122762181,20,4,Mes(es),2026-06-23T00:00:00.000
CO1.BDOS.10371113,MC-23-2026,MUNICIPIO DE CHOCONTÁ,Cundinamarca,Chocontá,Mínima cuantía,Obra,Seleccionado,49000000,49000000,1,2,Mes(es),2026-06-23T00:00:00.000
CO1.BDOS.10315272,SAMC-015-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200600000,200585053,2,0,día(s),2026-06-22T00:00:00.000
CO1.BDOS.10315272,SAMC-015-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200600000,200585053,2,0,día(s),2026-06-22T00:00:00.000
CO1.BDOS.10365263,MC-015-2026,MUNICIPIO DE FUQUENE,Cundinamarca,Fúquene,Mínima cuantía,Obra,Seleccionado,49000000,46891465,3,30,día(s),2026-06-22T00:00:00.000
CO1.BDOS.10322002,SAMC-007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,360000000,359998119,2,3,Mes(es),2026-06-19T00:00:00.000
CO1.BDOS.10294224,SAMC 013-2026 ALC GTA  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GUACHETÁ,Cundinamarca,Guachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,449287730,449280908,2,3,Mes(es),2026-06-19T00:00:00.000
CO1.BDOS.10291414,SAMC-006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,285000000,266129622,6,4,Mes(es),2026-06-19T00:00:00.000
CO1.BDOS.10282184,SAMC-013-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE PACHO,Cundinamarca,Pacho,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,237178310,237114866,1,3,Mes(es),2026-06-18T00:00:00.000
CO1.BDOS.10313895,SAMC-017-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GACHANCIPA,Cundinamarca,Gachancipá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,393143568,393143568,2,0,día(s),2026-06-18T00:00:00.000
CO1.BDOS.10304782,SAMC 110-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),IDERF,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,300000000,1,210,día(s),2026-06-18T00:00:00.000
CO1.BDOS.10275319,SAMC 080-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,363257692,344911847,6,7,Mes(es),2026-06-17T00:00:00.000
CO1.BDOS.10288492,001-2026,ESE CENTRO DE SALUD SAN JOSE DE NIMAIMA,Cundinamarca,Nimaima,Contratación régimen especial (con ofertas),Obra,Seleccionado,1388825028,1313812540,4,3,Mes(es),2026-06-17T00:00:00.000
CO1.BDOS.10348702,MC-010-2026,MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Mínima cuantía,Obra,Seleccionado,41400373,33120297,7,1,Mes(es),2026-06-17T00:00:00.000
CO1.BDOS.10307425,LP-005-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Licitación pública Obra Publica,Obra,Seleccionado,751061788,703743825,17,5,Mes(es),2026-06-17T00:00:00.000
CO1.BDOS.10263835,LPO-002-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Licitación pública Obra Publica,Obra,Seleccionado,909090909,857726811,12,8,Mes(es),2026-06-17T00:00:00.000
CO1.BDOS.10275319,SAMC 080-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,363257692,344911847,6,7,Mes(es),2026-06-17T00:00:00.000
CO1.BDOS.10291362,SAMC-014-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE PACHO,Cundinamarca,Pacho,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,129984556,129980390,1,2,Mes(es),2026-06-17T00:00:00.000
CO1.BDOS.10290410,SAMC.OP.010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,130000000,121977685,5,1,Mes(es),2026-06-16T00:00:00.000
CO1.BDOS.10345643,MC-034-2026,ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Mínima cuantía,Obra,Seleccionado,44056022,43945508,1,45,día(s),2026-06-16T00:00:00.000
CO1.BDOS.10251473,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE GAMA,Cundinamarca,Gama,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,317401830,317401830,1,4,Mes(es),2026-06-12T00:00:00.000
CO1.BDOS.10277555,LP-001-2026 (Fase de Selección (Presentación de ofertas)),ALCALDÍA NEMOCON,Cundinamarca,Nemocón,Licitación pública Obra Publica,Obra,Seleccionado,1922268131,1803660671,35,3,Mes(es),2026-06-11T00:00:00.000
CO1.BDOS.10290323,SAMC 084-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,140294781,140294781,1,2,Mes(es),2026-06-11T00:00:00.000
CO1.BDOS.10290323,SAMC 084-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,140294781,140294781,1,2,Mes(es),2026-06-11T00:00:00.000
CO1.BDOS.10252738,FTIC-SAMC-012-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,299937540,2,0,día(s),2026-06-11T00:00:00.000
CO1.BDOS.10264822,SAMC-019-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE LA VEGA CUNDINAMARCA,Cundinamarca,La Vega,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,145000000,144831211,2,0,día(s),2026-06-10T00:00:00.000
CO1.BDOS.10262964,SAMC 010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,95452848,4,2,Mes(es),2026-06-10T00:00:00.000
CO1.BDOS.10280487,SA-AMS-2026-0004 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SOPO,Cundinamarca,Sopó,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,266626463,266626463,1,3,Mes(es),2026-06-09T00:00:00.000
CO1.BDOS.10266690,PN ESCAR SA MC 040 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA NACIONAL DE CARABINEROS POLICIA NACIONAL,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,1592034661,1592034661,6,120,día(s),2026-06-09T00:00:00.000
CO1.BDOS.10329967,MC-20-2026,MUNICIPIO DE SOACHA..,Cundinamarca,Soacha,Mínima cuantía,Obra,Seleccionado,100000000,94248306,2,7,Mes(es),2026-06-09T00:00:00.000
CO1.BDOS.10280487,SA-AMS-2026-0004 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SOPO,Cundinamarca,Sopó,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,266626463,266626463,1,3,Mes(es),2026-06-09T00:00:00.000
CO1.BDOS.10278948,MUNVILLETASAMC-007-2026_2 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,Villeta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,199478108,1,2,Mes(es),2026-06-09T00:00:00.000
CO1.BDOS.10132711,SAMC 006-2026 ALC GTA  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GUACHETÁ,Cundinamarca,Guachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,390419337,390415188,1,3,Mes(es),2026-06-09T00:00:00.000
CO1.BDOS.10174544,SAMC 009-2026 ALC GTA  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GUACHETÁ,Cundinamarca,Guachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,118630316,118629242,1,2,Mes(es),2026-06-09T00:00:00.000
CO1.BDOS.10266690,PN ESCAR SA MC 040 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA NACIONAL DE CARABINEROS POLICIA NACIONAL,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,1592034661,1592034661,6,120,día(s),2026-06-09T00:00:00.000
CO1.BDOS.10274685,LP-003-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL DE PUERTO SALGAR,Cundinamarca,Puerto Salgar,Licitación pública Obra Publica,Obra,Seleccionado,799252545,798912545,1,0,día(s),2026-06-09T00:00:00.000
CO1.BDOS.10274432,LP 002-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,Licitación pública Obra Publica,Obra,Seleccionado,573498769,544454447,20,5,Mes(es),2026-06-05T00:00:00.000
CO1.BDOS.10278110,SAMC 2026-0519 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,269323457,256581677,3,5,Mes(es),2026-06-04T00:00:00.000
CO1.BDOS.10273836,SAMC 008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,486851148,486737161,1,4,Mes(es),2026-06-04T00:00:00.000
CO1.BDOS.10310051,SMC 019-2026,ALCALDIA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,Mínima cuantía,Obra,Seleccionado,49025340,49003600,1,1,Mes(es),2026-06-03T00:00:00.000
CO1.BDOS.10251990,SAMC-085-CENACTOLEMAIDA-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),CENAC TOLEMAIDA,Cundinamarca,Nilo,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,1342453417,1342453417,38,0,día(s),2026-06-03T00:00:00.000
CO1.BDOS.10260468,SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE GAMA,Cundinamarca,Gama,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,149430879,149387651,2,0,día(s),2026-06-02T00:00:00.000
CO1.BDOS.10271705,SAMC-CMC-CDA-001-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL CUNDINAMARCA Grupo Administrativo CDA,Cundinamarca,Chía,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,326960000,326959815,1,0,día(s),2026-06-02T00:00:00.000
CO1.BDOS.10295777,MC-CMC-CAE-0255- 2026,SENA REGIONAL CUNDINAMARCA Grupo Administrativo CAE,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,48957685,31773334,3,1,Mes(es),2026-06-02T00:00:00.000
CO1.BDOS.10311064,MC-CMC-CAE-0256- 2026,SENA REGIONAL CUNDINAMARCA Grupo Administrativo CAE,Cundinamarca,Fusagasugá,Mínima cuantía,Obra,Seleccionado,5940281,4739307,4,1,Mes(es),2026-06-02T00:00:00.000
CO1.BDOS.10273027,SAMC-CMC-CBA-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,Cundinamarca,Mosquera,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,357028384,357028384,1,6,Mes(es),2026-06-02T00:00:00.000
CO1.BDOS.10260468,SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE GAMA,Cundinamarca,Gama,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,149430879,149387651,2,0,día(s),2026-06-02T00:00:00.000
CO1.BDOS.10268514,LP-001-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL TAUSA,Cundinamarca,Tausa,Licitación pública Obra Publica,Obra,Seleccionado,2722716427,2547272162,31,10,Mes(es),2026-06-02T00:00:00.000
CO1.BDOS.10306401,MIC-051-2026,Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Mínima cuantía,Obra,Seleccionado,40000000,39999021,1,5,Mes(es),2026-06-01T00:00:00.000
